iteration,time_s,time_ns,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma,mean_kinetic_energy_MeV,energy_spread_MeV
3,2.25375e-09,2.25375,9.873023033251228e-08,5.1185806895860165e-08,0.3369393797382845,0.001220437763418053,0.0012219209229868324,0.0011399267262445871,9.399049928363758e-07,6.56366104435004e-07,1.3242473024840151,0.0008266155006789299,0.0008289520643647735,0.0009427666056183589,0.3369571340101394,0.0003844443518952576
3,2.2575e-09,2.2575000000000003,9.937058146534885e-08,5.1633267971109866e-08,0.33783680608516736,0.0012209573049193527,0.0012224430968011991,0.0011401396383091812,9.448653563421044e-07,6.5899877160887e-07,1.3264475544766496,0.0008272453433390131,0.0008295805363251483,0.0009437359711470696,0.337854646377603,0.0003850715109621789
3,2.26125e-09,2.26125,1.0001361608117661e-07,5.2082037250542874e-08,0.3387347720527037,0.0012214767492340463,0.0012229651690148504,0.0011403521146088422,9.498347291507188e-07,6.616327665150373e-07,1.3286478067509204,0.000827873934993982,0.0008302077408644942,0.0009447043815874099,0.33875269853048207,0.0003856980211925214
3,2.265e-09,2.265,1.0065933415751914e-07,5.253211256741503e-08,0.3396332759318952,0.0012219960954045,0.001223487138667415,0.0011405641558479924,9.548130582295716e-07,6.642680635057638e-07,1.3308480593051586,0.0008285012795923874,0.0008308336819954576,0.0009456718401242117,0.3396512887590756,0.0003863238835904531
3,2.26875e-09,2.2687500000000003,1.0130773563266351e-07,5.298349174280861e-08,0.3405323160199337,0.0012225153424796568,0.0012240090048051728,0.0011407757627334778,9.598002909991329e-07,6.66904636652202e-07,1.333048312137697,0.0008291273810672871,0.0008314583637148141,0.0009466383499283285,0.34055041535987285,0.00038694909916343515
3,2.2725e-09,2.2725,1.0195882040594938e-07,5.3436172585728066e-08,0.3414318906201794,0.0012230344895149982,0.0012245307664810194,0.0011409869359745315,9.647963751169502e-07,6.695424599926477e-07,1.3352485652468715,0.0008297522433361036,0.000832081790003704,0.0009476039141564605,0.3414500766355326,0.00038757366892210125
3,2.27625e-09,2.2762499999999997,1.02612588338111e-07,5.3890152893124546e-08,0.3423319980421408,0.001223553535572507,0.0012250524227544227,0.0011411976762827087,9.698012585731297e-07,6.721815076936705e-07,1.3374488186310192,0.0008303758703004368,0.0008327039648274762,0.0009485685359508634,0.3423502708948608,0.00038819759387998524
3,2.28e-09,2.28,1.032690392519139e-07,5.4345430450201717e-08,0.34323263660145303,0.0012240724797206377,0.0012255739726913938,0.0011414079843718604,9.748148897522378e-07,6.748217540183762e-07,1.3396490722884846,0.0008309982658463719,0.000833324892135678,0.00094953221843927,0.3432509964527891,0.00038882087505345234
3,2.28375e-09,2.28375,1.0392817293230089e-07,5.480200303017179e-08,0.3441338046198532,0.001224591321034273,0.0012260954153644466,0.0011416178609580732,9.798372173953822e-07,6.774631732717701e-07,1.3418493262176092,0.0008316194338446205,0.0008339445758619692,0.0009504949647354105,0.344152251630353,0.00038944351346177413
3,2.2875e-09,2.2874999999999996,1.0458998912697937e-07,5.5259868394958577e-08,0.3450355004251613,0.0012251100585946903,0.0012266167498525644,0.0011418273067596279,9.84868190426045e-07,6.801057397546659e-07,1.3440495804167416,0.0008322393781504697,0.0008345630199244457,0.0009514567779388562,0.34505403475466984,0.0003900655101270009
3,2.29125e-09,2.29125,1.0525448754651798e-07,5.571902429445801e-08,0.34593772235125936,0.0012256286914895268,0.001227137975241157,0.0011420363224969533,9.89907758063766e-07,6.827494276625531e-07,1.3462498348842333,0.000832858102603853,0.0008351802282257599,0.0009524176611350368,0.3459563441589179,0.00039068686607384996
3,2.295e-09,2.295,1.0592166786505214e-07,5.6179468467102294e-08,0.3468404687380657,0.0012261472188127465,0.0012276590906220325,0.001142244908892587,9.949558698895905e-07,6.853942110654863e-07,1.3484500896184344,0.0008334756110294135,0.0008357962046530579,0.0009533776173955812,0.34685917818231427,0.0003913075823297493
3,2.29875e-09,2.29875,1.0659152972041215e-07,5.6641198639745523e-08,0.34774373793151814,0.0012266656396646002,0.0012281800950933563,0.0011424530666711186,1.0000124758587747e-06,6.880400642055055e-07,1.3506503446177038,0.0008340919072365397,0.0008364109530778988,0.0009543366497783962,0.34776253517009326,0.0003919276599248407
3,2.3025e-09,2.3024999999999998,1.0726407271470726e-07,5.7104212527695896e-08,0.34864752828354945,0.0012271839531515921,0.001228700987759617,0.0011426607965591559,1.0050775262891488e-06,6.906869613677e-07,1.3528505998804012,0.0008347069950194621,0.0008370244773565924,0.0009552947613272794,0.34866641347348476,0.0003925470998916332
3,2.30625e-09,2.30625,1.0793929641468964e-07,5.7568507834996916e-08,0.34955183815206686,0.0012277021583864483,0.001229221767731592,0.0011428680992852764,1.0101509719039307e-06,6.933348767927463e-07,1.355050855404885,0.0008353208781573546,0.0008376367813302646,0.0009562519550720132,0.3495708114496936,0.0003931659032650329
3,2.31e-09,2.31,1.0861720035207055e-07,5.803408225426731e-08,0.35045666590092994,0.0012282202544880761,0.0012297424341263087,0.0011430749755799898,1.0152327634978476e-06,6.959837848228169e-07,1.3572511111895236,0.0008359335604142703,0.0008382478688246435,0.0009572082340285539,0.3504757274618773,0.00039378407108228003
3,2.3137499999999998e-09,2.3137499999999998,1.0929778402383716e-07,5.8500933467029665e-08,0.35136200989993105,0.001228738240581535,0.001230262986067014,0.0011432814261756882,1.0203228520986917e-06,6.986336598197913e-07,1.3594513672326816,0.0008365450455391454,0.0008388577436501968,0.0009581636011992077,0.35138115987912477,0.00039440160438298605
3,2.3175e-09,2.3175,1.0998104689256231e-07,5.896905914365793e-08,0.3522678685247721,0.0012292561157979968,0.0012307834226831349,0.0011434874518066079,1.02542118906791e-06,7.01284476289083e-07,1.361651623532735,0.0008371553372658488,0.0008394664096021586,0.0009591180595724843,0.3522871070764359,0.00039501850420891807
3,2.32125e-09,2.32125,1.106669883867895e-07,5.94384569435502e-08,0.35317424015704435,0.0012297738792747166,0.001231303743110248,0.0011436930532087869,1.0305277262330784e-06,7.039362085145473e-07,1.363851880088053,0.0008377644393133898,0.0008400738704606447,0.0009600716121234493,0.35319356743469904,0.00039563477160411075
3,2.325e-09,2.325,1.1135560790156272e-07,5.990912451493643e-08,0.35408112318420665,0.0012302915301549958,0.0012318239464900378,0.0011438982311200222,1.0356424156065411e-06,7.065888307543223e-07,1.366052136897013,0.0008383723553859777,0.0008406801299908278,0.000961024261813678,0.3541005393406707,0.00039625040761474443
3,2.32875e-09,2.32875,1.1204690479852299e-07,6.03810594951944e-08,0.35498851599956355,0.0012308090675881463,0.00123234403197027,0.0011441029862798346,1.0407652093791965e-06,7.092423174510616e-07,1.3682523939580005,0.00083897908917304,0.0008412851919428622,0.000961976011591015,0.3550080211869542,0.0003968654132889603
