time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma,mean_kinetic_energy_MeV
9.15e-10,6.158544699789619e-09,-1.7599490965264455e-08,0.06944900553888536,0.0010428501502430768,0.0010432092938957062,0.0010366436604258295,4.025358173393507e-08,-3.634119718431354e-08,0.5387873389017334,0.0004784723128877929,0.00048034305728113745,0.0005002514216638167,0.06945021740382785
9.1875e-10,6.199372722983372e-09,-1.763345966891418e-08,0.06998309120527445,0.00104326137802838,0.0010436236658062622,0.0010369735540290985,4.070274433431214e-08,-3.567134394696976e-08,0.5409874053328579,0.0004799433221459557,0.0004818142381051883,0.0005018829992160595,0.06998431018720032
9.225e-10,6.240617800933705e-09,-1.766672189064301e-08,0.07051885976802191,0.0010436736168955296,0.0010440390533352436,0.0010373037222610982,4.115671536860015e-08,-3.4993175643478225e-08,0.5431874722527893,0.0004814106506390914,0.0004832818005238834,0.0005035116458026319,0.07052008600347195
9.2625e-10,6.282283822376715e-09,-1.769927060345714e-08,0.07105630658026862,0.0010440868609595793,0.0010444554505394282,0.0010376341574066586,4.1615508092001234e-08,-3.4306626714499115e-08,0.5453875396644289,0.0004828743037698049,0.0004847457488121052,0.0005051373662884028,0.07105754020715753
9.3e-10,6.324374674463276e-09,-1.773109874320979e-08,0.0715954269977734,0.0010445011043474458,0.0010448728514878274,0.0010379648517936384,4.2079135961241155e-08,-3.3611634744962135e-08,0.5475876075706496,0.00048433428701497754,0.000486206087332942,0.0005067601655808401,0.07159666815538723
9.3375e-10,6.366894245296327e-09,-1.7762199211355318e-08,0.07213621637903354,0.0010449163411980777,0.0010452912502618387,0.0010382957977930869,4.254761603394522e-08,-3.2908137254282586e-08,0.5497876759743028,0.00048579060592353226,0.00048766282053994944,0.0005083800486287783,0.0721374652080274
9.375e-10,6.409846424823432e-09,-1.7792564874202997e-08,0.07267867008540539,0.0010453325656626074,0.001045710640955425,0.0010386269878193935,4.3020965475533274e-08,-3.2196072529759e-08,0.5519877448782136,0.00048724326611389703,0.0004891159529756791,0.0005099970204220845,0.07267992672780124
9.4125e-10,6.453235106303631e-09,-1.782218856530945e-08,0.07322278348122388,0.0010457497719045205,0.0010461310176752565,0.001038958414330429,4.349920155815908e-08,-3.147538106550422e-08,0.5541878142851846,0.0004886922732763731,0.0004905654892689361,0.0005116110859907584,0.07322404808040826
9.45e-10,6.497064185399209e-09,-1.7851063087729223e-08,0.07376855193391882,0.0010461679540998022,0.0010465523745408743,0.001039290069827684,4.398234405825327e-08,-3.074600469093959e-08,0.556387884197999,0.0004901376331677926,0.0004920114341318972,0.0005132222504061439,0.07376982463464206
9.4875e-10,6.5413375640241886e-09,-1.7879181214290487e-08,0.07431597081413376,0.0010465871064371044,0.0010469747056848458,0.001039621946856395,4.447041358046651e-08,-3.00078851501288e-08,0.5585879546194127,0.0004915793516145113,0.0004934537923621815,0.0005148305187795647,0.07431725176250555
9.525e-10,6.586059149066581e-09,-1.7906535688118512e-08,0.07486503549584003,0.0010470072231178876,0.0010473980052529094,0.0010399540380056748,4.496343132017176e-08,-2.9260964564895313e-08,0.5607880255521549,0.0004930174345112281,0.0004948925688417021,0.0005164358962588316,0.07486632483932748
9.5625e-10,6.631232855732051e-09,-1.7933119223553e-08,0.07541574135645208,0.001047428298356582,0.0010478222674041296,0.001040286335908627,4.546142273447321e-08,-2.8505184967528448e-08,0.5629880969989364,0.000494451887819923,0.0004963277685321798,0.0005180383880282828,0.07541703924387724
9.6e-10,6.676862610174586e-09,-1.7958924504666622e-08,0.07596808377694006,0.0010478503263807288,0.001048247486311037,0.0010406188332424539,4.5964414748527827e-08,-2.774048809482966e-08,0.5651881689624347,0.0004958827175668623,0.0004977593964751506,0.0005196379993096321,0.075969390358476
9.6375e-10,6.722952350880763e-09,-1.798394418771168e-08,0.07652205814194278,0.0010482733014311343,0.0010486736561597775,0.00104095152272857,4.647243523195154e-08,-2.6966817911745342e-08,0.5673882414453082,0.0004973099298456188,0.000499187457790245,0.0005212347353606211,0.07652337356910979
9.675e-10,6.769506028156019e-09,-1.8008170902216157e-08,0.07707765983987798,0.001048697217762005,0.0010491007711502496,0.0010412843971326963,4.698551182045125e-08,-2.6184119650830417e-08,0.5695883144501821,0.0004987335308116153,0.0005006119576753537,0.0005228286014766296,0.07707898426554038
9.7125e-10,6.816527605781876e-09,-1.8031597254032625e-08,0.07763488426305268,0.0010491220696410958,0.0010495288254962455,0.0010416174492649524,4.7503674931026516e-08,-2.539233987607586e-08,0.5717883879796613,0.0005001535266808423,0.0005020329014091565,0.0005244196029902357,0.07763621784141533
9.75e-10,6.864021062086375e-09,-1.8054215823302813e-08,0.07819372680777133,0.0010495478513498438,0.0010499578134255895,0.0010419506719799572,4.8026955327971904e-08,-2.4591422625801448e-08,0.5739884620363199,0.0005015699237299658,0.000503450294345685,0.0005260077452691833,0.07819506969437537
