time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma
2.700000000000007633e-09,1.120067789294207600e-06,1.058533855487922781e-05,5.274801559426726127e-01,1.272493567758497743e-03,1.269917744577140793e-03,1.137909623185519564e-03,1.627169032256649521e-09,-4.582504219675716276e-09,1.791632082543427762e+00,9.596040194690844084e-04,9.601109830513132257e-04,1.077074013579212321e-03
2.715000000000007685e-09,1.120071734219585920e-06,1.058532837935778654e-05,5.314090922040743958e-01,1.274595046550968920e-03,1.272020237312139132e-03,1.138466964826102996e-03,1.627211144280154387e-09,-4.582517958356089812e-09,1.800432253400615412e+00,9.635008168455299650e-04,9.640094731836822790e-04,1.081774258552279169e-03
2.730000000000007737e-09,1.120075666448654833e-06,1.058531824102951285e-05,5.353425586725280017e-01,1.276697172569575198e-03,1.274123377335243832e-03,1.139020497036278808e-03,1.627252814895884811e-09,-4.582531539410588452e-09,1.809232424255809546e+00,9.673864263871396639e-04,9.678967677203885542e-04,1.086463121333837694e-03
2.745000000000007788e-09,1.120079586044584150e-06,1.058530813966709190e-05,5.392805049291146124e-01,1.278799907868610102e-03,1.276227126681107665e-03,1.139570245681835242e-03,1.627294049180293916e-09,-4.582544964462798168e-09,1.818032595109015936e+00,9.712609092394618735e-04,9.717729278538373610e-04,1.091140653172095396e-03
2.760000000000007840e-09,1.120083493070186447e-06,1.058529807504390342e-05,5.432228812441786125e-01,1.280903215146438111e-03,1.278331448028767253e-03,1.140116236627117035e-03,1.627334851878758678e-09,-4.582558235291063805e-09,1.826832765960188620e+00,9.751243261181270338e-04,9.756380143633221896e-04,1.095806905072514064e-03
2.775000000000007891e-09,1.120087387588013836e-06,1.058528804693571407e-05,5.471696385666969809e-01,1.283007057734785340e-03,1.280436304690983412e-03,1.140658495726971531e-03,1.627375227689554959e-09,-4.582571353761281486e-09,1.835632936809335369e+00,9.789767373128595296e-04,9.794920876070767508e-04,1.100461927787309497e-03
2.790000000000007943e-09,1.120091269660231336e-06,1.058527805511923918e-05,5.511207285138221001e-01,1.285111399588215837e-03,1.282541660603697935e-03,1.141197048819056698e-03,1.627415181330975156e-09,-4.582584321455485418e-09,1.844433107656468618e+00,9.828182027175912973e-04,9.833352075275382347e-04,1.105105771857657973e-03
2.805000000000007995e-09,1.120095139348897027e-06,1.058526809937329473e-05,5.550761033605750017e-01,1.287216205273853352e-03,1.284647480315676644e-03,1.141731921716546833e-03,1.627454717414654166e-09,-4.582597140084691252e-09,1.853233278501573489e+00,9.866487818312624000e-04,9.871674336534757080e-04,1.109738487618390848e-03
2.820000000000008046e-09,1.120098996715627262e-06,1.058525817947724729e-05,5.590357160297195760e-01,1.289321439961140610e-03,1.286753728978306827e-03,1.142263140201044483e-03,1.627493840564270018e-09,-4.582609811621454264e-09,1.862033449344641989e+00,9.904685337509746158e-04,9.909888251068811951e-04,1.114360125187680104e-03
2.835000000000008098e-09,1.120102841821694076e-06,1.058524829521328232e-05,5.629995200818003198e-01,1.291427069411904549e-03,1.288860372335625835e-03,1.142790730015877908e-03,1.627532555407836822e-09,-4.582622338006575087e-09,1.870833620185672563e+00,9.942775171664511649e-04,9.947994406199981571e-04,1.118970734459177451e-03
2.850000000000008149e-09,1.120106674728135509e-06,1.058523844636393090e-05,5.669674697053480594e-01,1.293533059970474906e-03,1.290967376714502761e-03,1.143314716859617766e-03,1.627570866579020397e-09,-4.582634721122998038e-09,1.879633791024662992e+00,9.980757903569558408e-04,9.985993385234156507e-04,1.123570365100758387e-03
2.865000000000008201e-09,1.120110495495563546e-06,1.058522863271402971e-05,5.709395197071928107e-01,1.295639378553986674e-03,1.293074709014889728e-03,1.143835126379953108e-03,1.627608778702457061e-09,-4.582646962859200445e-09,1.888433961861602839e+00,1.001863411198718710e-03,1.002388576738663445e-03,1.128159066527860584e-03
2.880000000000008253e-09,1.120114304184518595e-06,1.058521885404967921e-05,5.749156255029985729e-01,1.297745992642894636e-03,1.295182336700382610e-03,1.144351984167753635e-03,1.627646296413094351e-09,-4.582659064967489160e-09,1.897234132696494990e+00,1.005640437163230231e-03,1.006167212786036706e-03,1.132736887908342410e-03
2.895000000000008304e-09,1.120118100855083033e-06,1.058520911015812846e-05,5.788957431079340132e-01,1.299852870271582224e-03,1.297290227788793025e-03,1.144865315751473914e-03,1.627683424257463088e-09,-4.582671029023196573e-09,1.906034303529333007e+00,1.009406925318334343e-03,1.009935303787019845e-03,1.137303878206120120e-03
2.910000000000008356e-09,1.120121885566966542e-06,1.058519940082874576e-05,5.828798291274589483e-01,1.301959980019171386e-03,1.299398350842969046e-03,1.145375146591769665e-03,1.627720166792847649e-09,-4.582682856725164721e-09,1.914834474360107786e+00,1.013162932334241238e-03,1.013692906461362200e-03,1.141860086166647569e-03
2.925000000000008407e-09,1.120125658379688432e-06,1.058518972585211408e-05,5.868678407482890158e-01,1.304067291000464510e-03,1.301506674961717611e-03,1.145881502076349532e-03,1.627756528317527064e-09,-4.582694549848267597e-09,1.923634645188816883e+00,1.016908514491512939e-03,1.017440077141001801e-03,1.146405560277904013e-03
