time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma
7.272727272727271977e-09,3.641511500187468710e-06,-2.749729090221333071e-06,1.817416702720070498e+00,1.635265785066766266e-03,1.634118154505839922e-03,1.182977386232563280e-03,1.565871403911162486e-07,3.952543025946878004e-09,4.465544157530137781e+00,1.063442351749029156e-03,1.062964972503414613e-03,1.606656531603667696e-03
7.393939393939393673e-09,3.650322406288748216e-06,-2.716851281246897366e-06,1.852890212775896384e+00,1.643614176174394356e-03,1.642454032787032427e-03,1.183583816485968450e-03,1.703337657711013302e-07,3.914767063692708138e-08,4.536656549714826347e+00,1.067365128329366038e-03,1.066879916275625213e-03,1.617783552753926640e-03
7.515151515151515369e-09,3.634636732887177807e-06,-2.667538385605770529e-06,1.888389504567767663e+00,1.651891239872564903e-03,1.650726911783174065e-03,1.184182488121718162e-03,1.567138506811020729e-07,9.600079861755230192e-08,4.607768950648651440e+00,1.071205733667208353e-03,1.070722928665592422e-03,1.628845052080723490e-03
7.636363636363635410e-09,3.636848526358105742e-06,-2.655199738633310555e-06,1.923913450808375725e+00,1.660103786639731665e-03,1.658935121991260897e-03,1.184771091953950792e-03,1.636865790875318653e-07,1.146087627854689260e-07,4.678881326247186223e+00,1.074981922285458752e-03,1.074497652113799153e-03,1.639825398530864262e-03
7.757575757575757106e-09,3.686427837471272242e-06,-2.627511229148217014e-06,1.959460999717852037e+00,1.668239351211696191e-03,1.667059939832955849e-03,1.185345660324096809e-03,2.183195467458670970e-07,1.486148735449349940e-07,4.749993741501207900e+00,1.078681138326740424e-03,1.078186650308934598e-03,1.650669426685325101e-03
7.878787878787878802e-09,3.752744418979699123e-06,-2.572238124334749890e-06,1.995031158108985680e+00,1.676301885936457925e-03,1.675116140252711069e-03,1.185899142989857826e-03,2.786887481421682605e-07,2.093120721806505928e-07,4.821106278370549170e+00,1.082286760163624333e-03,1.081806561919347034e-03,1.661304402004044585e-03
7.999999999999998844e-09,3.792934720178112698e-06,-2.522563151844068384e-06,2.030622964970773658e+00,1.684318753440544516e-03,1.683119056442443666e-03,1.186439286249340490e-03,3.073498575036023999e-07,2.634738529501069174e-07,4.892218763085677047e+00,1.085842971546915458e-03,1.085364993360124529e-03,1.671803895787956316e-03
8.121212121212120540e-09,3.809911684142271646e-06,-2.497253074885546296e-06,2.066235534805966889e+00,1.692261104393950758e-03,1.691052800989598613e-03,1.186967574854805828e-03,3.150041746478656455e-07,2.923073204906119329e-07,4.963331286260077135e+00,1.089328637293155615e-03,1.088852359998049345e-03,1.682172766529453634e-03
8.242424242424242236e-09,3.791419705959833212e-06,-2.499174611142335471e-06,2.101868020547072113e+00,1.700103401478940922e-03,1.698855752682765707e-03,1.187455677698056114e-03,2.882105960992531529e-07,2.893999120187392101e-07,5.034443837236003638e+00,1.092718108083185749e-03,1.092202912270048148e-03,1.692093246264257883e-03
8.363636363636363932e-09,3.756094686166807804e-06,-2.531464624513779510e-06,2.137519616675982004e+00,1.707837864709693849e-03,1.706532692543911945e-03,1.187916499954667091e-03,2.456943394910195883e-07,2.552416692191560841e-07,5.105556341426120248e+00,1.096008324911112866e-03,1.095420057141460561e-03,1.701767262385956141e-03
